baseline_IGD,baseline_normalized_HV,baseline_raw_HV,baseline_status,category,config_hash,delta_normalized_HV,family,function_evaluations_equal,intervention_IGD,intervention_id,intervention_normalized_HV,intervention_raw_HV,intervention_status,problem,seed,task_id
0.10944548604773369,0.7868536140737232,0.7868536140737232,ok,mutation,e975cec92cdd56f3,0.05719755769948576,ZDT,True,0.017841142306426507,mutation_prob_04,0.844051171773209,0.844051171773209,ok,ZDT1,5,ZDT1_n10_m2
0.016317894498908726,0.8467023121831471,0.8467023121831471,ok,mutation,e975cec92cdd56f3,-0.00015754903618270255,ZDT,True,0.018037944168402292,mutation_prob_04,0.8465447631469644,0.8465447631469644,ok,ZDT1,6,ZDT1_n10_m2
0.12573389856211456,0.776836520515406,0.776836520515406,ok,mutation,e975cec92cdd56f3,0.07013848953028912,ZDT,True,0.018698807655297793,mutation_prob_04,0.8469750100456951,0.8469750100456951,ok,ZDT1,7,ZDT1_n10_m2
0.019367026410246967,0.8440164848349576,0.8440164848349576,ok,mutation,e975cec92cdd56f3,0.0022900981531642772,ZDT,True,0.018248758171685645,mutation_prob_04,0.8463065829881219,0.8463065829881219,ok,ZDT1,8,ZDT1_n10_m2
0.023031252498993897,0.8349720001191931,0.8349720001191931,ok,mutation,e975cec92cdd56f3,0.016692210034146227,ZDT,True,0.014066212781546178,mutation_prob_04,0.8516642101533394,0.8516642101533394,ok,ZDT1,9,ZDT1_n10_m2
0.018147046903729497,0.8437828762210307,0.8437828762210307,ok,mutation,3b9917d0b61158a5,-0.011506361727771974,ZDT,True,0.02718169604812544,mutation_prob_05,0.8322765144932587,0.8322765144932587,ok,ZDT1,0,ZDT1_n10_m2
0.013974908870728806,0.8523750219972352,0.8523750219972352,ok,mutation,3b9917d0b61158a5,-0.012264917673142639,ZDT,True,0.021994143424732694,mutation_prob_05,0.8401101043240926,0.8401101043240926,ok,ZDT1,1,ZDT1_n10_m2
0.01495878461039073,0.8501427562448602,0.8501427562448602,ok,mutation,3b9917d0b61158a5,-0.008040154740658889,ZDT,True,0.019656484846210687,mutation_prob_05,0.8421026015042014,0.8421026015042014,ok,ZDT1,2,ZDT1_n10_m2
0.13399661689502987,0.7704173564242692,0.7704173564242692,ok,mutation,3b9917d0b61158a5,0.06655339800285887,ZDT,True,0.02252384067269687,mutation_prob_05,0.8369707544271281,0.8369707544271281,ok,ZDT1,3,ZDT1_n10_m2
0.020465105518142006,0.8411053361420079,0.8411053361420079,ok,mutation,3b9917d0b61158a5,-0.012298000921259766,ZDT,True,0.028287123397597515,mutation_prob_05,0.8288073352207481,0.8288073352207481,ok,ZDT1,4,ZDT1_n10_m2
0.10944548604773369,0.7868536140737232,0.7868536140737232,ok,mutation,3b9917d0b61158a5,0.04780592697011665,ZDT,True,0.024653033738000783,mutation_prob_05,0.8346595410438399,0.8346595410438399,ok,ZDT1,5,ZDT1_n10_m2
0.016317894498908726,0.8467023121831471,0.8467023121831471,ok,mutation,3b9917d0b61158a5,-0.026675980122901954,ZDT,True,0.03844248169173818,mutation_prob_05,0.8200263320602451,0.8200263320602451,ok,ZDT1,6,ZDT1_n10_m2
0.12573389856211456,0.776836520515406,0.776836520515406,ok,mutation,3b9917d0b61158a5,0.06093906991223974,ZDT,True,0.021033971769665292,mutation_prob_05,0.8377755904276457,0.8377755904276457,ok,ZDT1,7,ZDT1_n10_m2
0.019367026410246967,0.8440164848349576,0.8440164848349576,ok,mutation,3b9917d0b61158a5,-0.0015127000703503146,ZDT,True,0.020245335516414643,mutation_prob_05,0.8425037847646073,0.8425037847646073,ok,ZDT1,8,ZDT1_n10_m2
0.023031252498993897,0.8349720001191931,0.8349720001191931,ok,mutation,3b9917d0b61158a5,0.007065173697667015,ZDT,True,0.01947495985955817,mutation_prob_05,0.8420371738168602,0.8420371738168602,ok,ZDT1,9,ZDT1_n10_m2
0.018147046903729497,0.8437828762210307,0.8437828762210307,ok,mutation,cc116fdf0d996a17,0.009562915850867326,ZDT,True,0.013475350575334829,mutation_eta_01,0.853345792071898,0.853345792071898,ok,ZDT1,0,ZDT1_n10_m2
0.013974908870728806,0.8523750219972352,0.8523750219972352,ok,mutation,cc116fdf0d996a17,0.0012752710547551116,ZDT,True,0.013047602346952117,mutation_eta_01,0.8536502930519904,0.8536502930519904,ok,ZDT1,1,ZDT1_n10_m2
0.01495878461039073,0.8501427562448602,0.8501427562448602,ok,mutation,cc116fdf0d996a17,0.0029099133950184486,ZDT,True,0.01392309382869385,mutation_eta_01,0.8530526696398787,0.8530526696398787,ok,ZDT1,2,ZDT1_n10_m2
0.13399661689502987,0.7704173564242692,0.7704173564242692,ok,mutation,cc116fdf0d996a17,0.08700361046634497,ZDT,True,0.011541631590535407,mutation_eta_01,0.8574209668906142,0.8574209668906142,ok,ZDT1,3,ZDT1_n10_m2
0.020465105518142006,0.8411053361420079,0.8411053361420079,ok,mutation,cc116fdf0d996a17,0.015655693425001616,ZDT,True,0.012497763566337455,mutation_eta_01,0.8567610295670095,0.8567610295670095,ok,ZDT1,4,ZDT1_n10_m2
0.10944548604773369,0.7868536140737232,0.7868536140737232,ok,mutation,cc116fdf0d996a17,0.0686286646632952,ZDT,True,0.012421905754203943,mutation_eta_01,0.8554822787370184,0.8554822787370184,ok,ZDT1,5,ZDT1_n10_m2
0.016317894498908726,0.8467023121831471,0.8467023121831471,ok,mutation,cc116fdf0d996a17,-0.001202578649569186,ZDT,True,0.017542090926839126,mutation_eta_01,0.8454997335335779,0.8454997335335779,ok,ZDT1,6,ZDT1_n10_m2
0.12573389856211456,0.776836520515406,0.776836520515406,ok,mutation,cc116fdf0d996a17,0.07829161189963674,ZDT,True,0.012687829111500232,mutation_eta_01,0.8551281324150427,0.8551281324150427,ok,ZDT1,7,ZDT1_n10_m2
0.019367026410246967,0.8440164848349576,0.8440164848349576,ok,mutation,cc116fdf0d996a17,0.005674946930131819,ZDT,True,0.014868476515695296,mutation_eta_01,0.8496914317650894,0.8496914317650894,ok,ZDT1,8,ZDT1_n10_m2
0.023031252498993897,0.8349720001191931,0.8349720001191931,ok,mutation,cc116fdf0d996a17,0.020370849176919448,ZDT,True,0.01202862318759559,mutation_eta_01,0.8553428492961126,0.8553428492961126,ok,ZDT1,9,ZDT1_n10_m2
0.018147046903729497,0.8437828762210307,0.8437828762210307,ok,mutation,63d3be0475e9845d,0.0030419361255354938,ZDT,True,0.01799034548500817,mutation_eta_02,0.8468248123465661,0.8468248123465661,ok,ZDT1,0,ZDT1_n10_m2
0.013974908870728806,0.8523750219972352,0.8523750219972352,ok,mutation,63d3be0475e9845d,-0.004960881913112725,ZDT,True,0.016858517097201334,mutation_eta_02,0.8474141400841225,0.8474141400841225,ok,ZDT1,1,ZDT1_n10_m2
0.01495878461039073,0.8501427562448602,0.8501427562448602,ok,mutation,63d3be0475e9845d,0.0012230446308630905,ZDT,True,0.014981100094092922,mutation_eta_02,0.8513658008757233,0.8513658008757233,ok,ZDT1,2,ZDT1_n10_m2
0.13399661689502987,0.7704173564242692,0.7704173564242692,ok,mutation,63d3be0475e9845d,0.08557639068577061,ZDT,True,0.013542035225099665,mutation_eta_02,0.8559937471100398,0.8559937471100398,ok,ZDT1,3,ZDT1_n10_m2
0.020465105518142006,0.8411053361420079,0.8411053361420079,ok,mutation,63d3be0475e9845d,0.008544218742692067,ZDT,True,0.015382185360255178,mutation_eta_02,0.8496495548847,0.8496495548847,ok,ZDT1,4,ZDT1_n10_m2
0.10944548604773369,0.7868536140737232,0.7868536140737232,ok,mutation,63d3be0475e9845d,0.06772350622545209,ZDT,True,0.013120475410543413,mutation_eta_02,0.8545771202991753,0.8545771202991753,ok,ZDT1,5,ZDT1_n10_m2
0.016317894498908726,0.8467023121831471,0.8467023121831471,ok,mutation,63d3be0475e9845d,0.00845522998358439,ZDT,True,0.012517285901852743,mutation_eta_02,0.8551575421667315,0.8551575421667315,ok,ZDT1,6,ZDT1_n10_m2
0.12573389856211456,0.776836520515406,0.776836520515406,ok,mutation,63d3be0475e9845d,0.07897529480347254,ZDT,True,0.012586734767874022,mutation_eta_02,0.8558118153188785,0.8558118153188785,ok,ZDT1,7,ZDT1_n10_m2
0.019367026410246967,0.8440164848349576,0.8440164848349576,ok,mutation,63d3be0475e9845d,0.01069436867737461,ZDT,True,0.012613056539301082,mutation_eta_02,0.8547108535123322,0.8547108535123322,ok,ZDT1,8,ZDT1_n10_m2
0.023031252498993897,0.8349720001191931,0.8349720001191931,ok,mutation,63d3be0475e9845d,0.023521982436665145,ZDT,True,0.010650899429356929,mutation_eta_02,0.8584939825558583,0.8584939825558583,ok,ZDT1,9,ZDT1_n10_m2
0.018147046903729497,0.8437828762210307,0.8437828762210307,ok,mutation,635d1e13e520fdf7,-0.002578943328660155,ZDT,True,0.022080360745909425,mutation_eta_03,0.8412039328923705,0.8412039328923705,ok,ZDT1,0,ZDT1_n10_m2
0.013974908870728806,0.8523750219972352,0.8523750219972352,ok,mutation,635d1e13e520fdf7,-0.005530404229555974,ZDT,True,0.01688340641728266,mutation_eta_03,0.8468446177676793,0.8468446177676793,ok,ZDT1,1,ZDT1_n10_m2
0.01495878461039073,0.8501427562448602,0.8501427562448602,ok,mutation,635d1e13e520fdf7,0.005167048860809986,ZDT,True,0.012284056163009316,mutation_eta_03,0.8553098051056702,0.8553098051056702,ok,ZDT1,2,ZDT1_n10_m2
0.13399661689502987,0.7704173564242692,0.7704173564242692,ok,mutation,635d1e13e520fdf7,0.0661047922982807,ZDT,True,0.028467349336698002,mutation_eta_03,0.8365221487225499,0.8365221487225499,ok,ZDT1,3,ZDT1_n10_m2
0.020465105518142006,0.8411053361420079,0.8411053361420079,ok,mutation,635d1e13e520fdf7,0.0018040652219749598,ZDT,True,0.019488807125434326,mutation_eta_03,0.8429094013639828,0.8429094013639828,ok,ZDT1,4,ZDT1_n10_m2
0.10944548604773369,0.7868536140737232,0.7868536140737232,ok,mutation,635d1e13e520fdf7,0.06390089987824354,ZDT,True,0.015809652483142204,mutation_eta_03,0.8507545139519668,0.8507545139519668,ok,ZDT1,5,ZDT1_n10_m2
0.016317894498908726,0.8467023121831471,0.8467023121831471,ok,mutation,635d1e13e520fdf7,0.0034774849356050686,ZDT,True,0.015021006477743763,mutation_eta_03,0.8501797971187521,0.8501797971187521,ok,ZDT1,6,ZDT1_n10_m2
0.12573389856211456,0.776836520515406,0.776836520515406,ok,mutation,635d1e13e520fdf7,0.07272638225703276,ZDT,True,0.014939499268665083,mutation_eta_03,0.8495629027724387,0.8495629027724387,ok,ZDT1,7,ZDT1_n10_m2
0.019367026410246967,0.8440164848349576,0.8440164848349576,ok,mutation,635d1e13e520fdf7,0.00647388117205161,ZDT,True,0.01641084189046911,mutation_eta_03,0.8504903660070092,0.8504903660070092,ok,ZDT1,8,ZDT1_n10_m2
0.023031252498993897,0.8349720001191931,0.8349720001191931,ok,mutation,635d1e13e520fdf7,0.013236803765073746,ZDT,True,0.01650538716672114,mutation_eta_03,0.8482088038842669,0.8482088038842669,ok,ZDT1,9,ZDT1_n10_m2
0.018147046903729497,0.8437828762210307,0.8437828762210307,ok,mutation,8071d793dcc39e68,-0.014576428796065577,ZDT,True,0.026511738600213795,mutation_eta_04,0.8292064474249651,0.8292064474249651,ok,ZDT1,0,ZDT1_n10_m2
0.013974908870728806,0.8523750219972352,0.8523750219972352,ok,mutation,8071d793dcc39e68,-0.015750788509889424,ZDT,True,0.023830910767253743,mutation_eta_04,0.8366242334873458,0.8366242334873458,ok,ZDT1,1,ZDT1_n10_m2
0.01495878461039073,0.8501427562448602,0.8501427562448602,ok,mutation,8071d793dcc39e68,-0.004479043616624434,ZDT,True,0.018045791546313358,mutation_eta_04,0.8456637126282358,0.8456637126282358,ok,ZDT1,2,ZDT1_n10_m2
0.13399661689502987,0.7704173564242692,0.7704173564242692,ok,mutation,8071d793dcc39e68,0.05869881509148944,ZDT,True,0.03065601561604848,mutation_eta_04,0.8291161715157587,0.8291161715157587,ok,ZDT1,3,ZDT1_n10_m2
0.020465105518142006,0.8411053361420079,0.8411053361420079,ok,mutation,8071d793dcc39e68,-0.04528373911258021,ZDT,True,0.04660083430449762,mutation_eta_04,0.7958215970294277,0.7958215970294277,ok,ZDT1,4,ZDT1_n10_m2
0.10944548604773369,0.7868536140737232,0.7868536140737232,ok,mutation,8071d793dcc39e68,0.0425526429641786,ZDT,True,0.03813464641864835,mutation_eta_04,0.8294062570379018,0.8294062570379018,ok,ZDT1,5,ZDT1_n10_m2
0.016317894498908726,0.8467023121831471,0.8467023121831471,ok,mutation,8071d793dcc39e68,-0.04587081827019568,ZDT,True,0.08454229674302924,mutation_eta_04,0.8008314939129514,0.8008314939129514,ok,ZDT1,6,ZDT1_n10_m2
0.12573389856211456,0.776836520515406,0.776836520515406,ok,mutation,8071d793dcc39e68,0.07414037457056233,ZDT,True,0.015101143372775993,mutation_eta_04,0.8509768950859683,0.8509768950859683,ok,ZDT1,7,ZDT1_n10_m2
0.019367026410246967,0.8440164848349576,0.8440164848349576,ok,mutation,8071d793dcc39e68,0.0023911783485590643,ZDT,True,0.016903408796199518,mutation_eta_04,0.8464076631835167,0.8464076631835167,ok,ZDT1,8,ZDT1_n10_m2
0.023031252498993897,0.8349720001191931,0.8349720001191931,ok,mutation,8071d793dcc39e68,-0.011836737377119322,ZDT,True,0.03779994318714099,mutation_eta_04,0.8231352627420738,0.8231352627420738,ok,ZDT1,9,ZDT1_n10_m2
0.018147046903729497,0.8437828762210307,0.8437828762210307,ok,mutation,49a60040f4ff5669,-0.0405900468370215,ZDT,True,0.042213712733647005,mutation_eta_05,0.8031928293840092,0.8031928293840092,ok,ZDT1,0,ZDT1_n10_m2
0.013974908870728806,0.8523750219972352,0.8523750219972352,ok,mutation,49a60040f4ff5669,-0.12202601200142316,ZDT,True,0.1170468593908379,mutation_eta_05,0.7303490099958121,0.7303490099958121,ok,ZDT1,1,ZDT1_n10_m2
0.01495878461039073,0.8501427562448602,0.8501427562448602,ok,mutation,49a60040f4ff5669,-0.01654171859737119,ZDT,True,0.027191293691008363,mutation_eta_05,0.833601037647489,0.833601037647489,ok,ZDT1,2,ZDT1_n10_m2
0.13399661689502987,0.7704173564242692,0.7704173564242692,ok,mutation,49a60040f4ff5669,-0.23249004518843908,ZDT,True,0.44134991367339105,mutation_eta_05,0.5379273112358302,0.5379273112358302,ok,ZDT1,3,ZDT1_n10_m2
0.020465105518142006,0.8411053361420079,0.8411053361420079,ok,mutation,49a60040f4ff5669,-0.052737089980919416,ZDT,True,0.06410509879476815,mutation_eta_05,0.7883682461610885,0.7883682461610885,ok,ZDT1,4,ZDT1_n10_m2
0.10944548604773369,0.7868536140737232,0.7868536140737232,ok,mutation,49a60040f4ff5669,-0.1549011448767188,ZDT,True,0.32447418724336674,mutation_eta_05,0.6319524691970044,0.6319524691970044,ok,ZDT1,5,ZDT1_n10_m2
0.016317894498908726,0.8467023121831471,0.8467023121831471,ok,mutation,49a60040f4ff5669,-0.013649511589443053,ZDT,True,0.02512471415959525,mutation_eta_05,0.833052800593704,0.833052800593704,ok,ZDT1,6,ZDT1_n10_m2
0.12573389856211456,0.776836520515406,0.776836520515406,ok,mutation,49a60040f4ff5669,0.0449285845369668,ZDT,True,0.030923782333487335,mutation_eta_05,0.8217651050523728,0.8217651050523728,ok,ZDT1,7,ZDT1_n10_m2
0.019367026410246967,0.8440164848349576,0.8440164848349576,ok,mutation,49a60040f4ff5669,-0.04994423581184737,ZDT,True,0.04902904720646582,mutation_eta_05,0.7940722490231102,0.7940722490231102,ok,ZDT1,8,ZDT1_n10_m2
0.023031252498993897,0.8349720001191931,0.8349720001191931,ok,mutation,49a60040f4ff5669,-0.06679421230891758,ZDT,True,0.06736939350544273,mutation_eta_05,0.7681777878102756,0.7681777878102756,ok,ZDT1,9,ZDT1_n10_m2
0.018147046903729497,0.8437828762210307,0.8437828762210307,ok,crossover,8e5d827896deca87,-0.030048180836980687,ZDT,True,0.0356768157735754,crossover_prob_01,0.81373469538405,0.81373469538405,ok,ZDT1,0,ZDT1_n10_m2
0.013974908870728806,0.8523750219972352,0.8523750219972352,ok,crossover,8e5d827896deca87,-0.014684603156204679,ZDT,True,0.02477874569735566,crossover_prob_01,0.8376904188410306,0.8376904188410306,ok,ZDT1,1,ZDT1_n10_m2
0.01495878461039073,0.8501427562448602,0.8501427562448602,ok,crossover,8e5d827896deca87,-0.02282525837864513,ZDT,True,0.02888735438118391,crossover_prob_01,0.8273174978662151,0.8273174978662151,ok,ZDT1,2,ZDT1_n10_m2
0.13399661689502987,0.7704173564242692,0.7704173564242692,ok,crossover,8e5d827896deca87,-0.05875631736788667,ZDT,True,0.20194504177381123,crossover_prob_01,0.7116610390563826,0.7116610390563826,ok,ZDT1,3,ZDT1_n10_m2
0.020465105518142006,0.8411053361420079,0.8411053361420079,ok,crossover,8e5d827896deca87,-0.03726455626861758,ZDT,True,0.04364016093264158,crossover_prob_01,0.8038407798733903,0.8038407798733903,ok,ZDT1,4,ZDT1_n10_m2
0.10944548604773369,0.7868536140737232,0.7868536140737232,ok,crossover,8e5d827896deca87,-0.014680632560636453,ZDT,True,0.11638306996732972,crossover_prob_01,0.7721729815130868,0.7721729815130868,ok,ZDT1,5,ZDT1_n10_m2
0.016317894498908726,0.8467023121831471,0.8467023121831471,ok,crossover,8e5d827896deca87,-0.05379460541090897,ZDT,True,0.07135330187350415,crossover_prob_01,0.7929077067722381,0.7929077067722381,ok,ZDT1,6,ZDT1_n10_m2
0.12573389856211456,0.776836520515406,0.776836520515406,ok,crossover,8e5d827896deca87,0.0019748673704230724,ZDT,True,0.08107928682809169,crossover_prob_01,0.778811387885829,0.778811387885829,ok,ZDT1,7,ZDT1_n10_m2
0.019367026410246967,0.8440164848349576,0.8440164848349576,ok,crossover,8e5d827896deca87,-0.06745943001524635,ZDT,True,0.0708642720883757,crossover_prob_01,0.7765570548197113,0.7765570548197113,ok,ZDT1,8,ZDT1_n10_m2
0.023031252498993897,0.8349720001191931,0.8349720001191931,ok,crossover,8e5d827896deca87,-0.024453957300717977,ZDT,True,0.038714468038627166,crossover_prob_01,0.8105180428184752,0.8105180428184752,ok,ZDT1,9,ZDT1_n10_m2
0.018147046903729497,0.8437828762210307,0.8437828762210307,ok,crossover,b098af475e7ddd49,-0.013043443699591761,ZDT,True,0.026836543180617303,crossover_prob_02,0.8307394325214389,0.8307394325214389,ok,ZDT1,0,ZDT1_n10_m2
0.013974908870728806,0.8523750219972352,0.8523750219972352,ok,crossover,b098af475e7ddd49,-0.004355048915473447,ZDT,True,0.01571921747401145,crossover_prob_02,0.8480199730817618,0.8480199730817618,ok,ZDT1,1,ZDT1_n10_m2
0.01495878461039073,0.8501427562448602,0.8501427562448602,ok,crossover,b098af475e7ddd49,-0.0024650918326100113,ZDT,True,0.01785591568723545,crossover_prob_02,0.8476776644122502,0.8476776644122502,ok,ZDT1,2,ZDT1_n10_m2
0.13399661689502987,0.7704173564242692,0.7704173564242692,ok,crossover,b098af475e7ddd49,-0.0004982501140394779,ZDT,True,0.13342508065235906,crossover_prob_02,0.7699191063102298,0.7699191063102298,ok,ZDT1,3,ZDT1_n10_m2
0.020465105518142006,0.8411053361420079,0.8411053361420079,ok,crossover,b098af475e7ddd49,-0.002200244175429855,ZDT,True,0.021709794218029488,crossover_prob_02,0.838905091966578,0.838905091966578,ok,ZDT1,4,ZDT1_n10_m2
0.10944548604773369,0.7868536140737232,0.7868536140737232,ok,crossover,b098af475e7ddd49,0.06962833729831563,ZDT,True,0.011612836296693026,crossover_prob_02,0.8564819513720389,0.8564819513720389,ok,ZDT1,5,ZDT1_n10_m2
0.016317894498908726,0.8467023121831471,0.8467023121831471,ok,crossover,b098af475e7ddd49,0.0031192621274379606,ZDT,True,0.018288890243106534,crossover_prob_02,0.849821574310585,0.849821574310585,ok,ZDT1,6,ZDT1_n10_m2
0.12573389856211456,0.776836520515406,0.776836520515406,ok,crossover,b098af475e7ddd49,-0.0764740907903223,ZDT,True,0.23349358639429757,crossover_prob_02,0.7003624297250837,0.7003624297250837,ok,ZDT1,7,ZDT1_n10_m2
0.019367026410246967,0.8440164848349576,0.8440164848349576,ok,crossover,b098af475e7ddd49,-0.0006051963229476431,ZDT,True,0.019677507734352163,crossover_prob_02,0.84341128851201,0.84341128851201,ok,ZDT1,8,ZDT1_n10_m2
0.023031252498993897,0.8349720001191931,0.8349720001191931,ok,crossover,b098af475e7ddd49,-0.001370619368711412,ZDT,True,0.02602575145406601,crossover_prob_02,0.8336013807504817,0.8336013807504817,ok,ZDT1,9,ZDT1_n10_m2
0.018147046903729497,0.8437828762210307,0.8437828762210307,ok,crossover,558590fd27d2f280,0.0014947118649004665,ZDT,True,0.01770058997481669,crossover_prob_03,0.8452775880859311,0.8452775880859311,ok,ZDT1,0,ZDT1_n10_m2
0.013974908870728806,0.8523750219972352,0.8523750219972352,ok,crossover,558590fd27d2f280,0.000681038996804606,ZDT,True,0.013271877246098202,crossover_prob_03,0.8530560609940399,0.8530560609940399,ok,ZDT1,1,ZDT1_n10_m2
0.01495878461039073,0.8501427562448602,0.8501427562448602,ok,crossover,558590fd27d2f280,0.006246983202253031,ZDT,True,0.011511205044720127,crossover_prob_03,0.8563897394471133,0.8563897394471133,ok,ZDT1,2,ZDT1_n10_m2
0.13399661689502987,0.7704173564242692,0.7704173564242692,ok,crossover,558590fd27d2f280,0.01612397001362842,ZDT,True,0.1093820777236081,crossover_prob_03,0.7865413264378976,0.7865413264378976,ok,ZDT1,3,ZDT1_n10_m2
